Age,Income,Knowledge,Risk,Goal,Portfolio
30,855666,High,Medium,Retirement,Moderate
58,968533,Medium,Low,Retirement,Moderate
30,1096572,High,Low,Retirement,Moderate
56,381812,High,Medium,Wealth Growth,Aggressive
20,454223,Medium,Medium,Retirement,Moderate
25,505646,Low,Medium,Wealth Growth,Moderate
32,1211346,High,High,Wealth Growth,Aggressive
74,1159276,Low,Low,Wealth Growth,Moderate
51,1244820,Medium,Medium,Short-Term Gain,Moderate
69,1159190,High,High,Short-Term Gain,Moderate
57,820024,Low,Low,Wealth Growth,Moderate
39,1224279,Medium,Medium,Wealth Growth,Moderate
38,314754,High,Medium,Short-Term Gain,Moderate
27,849148,Medium,High,Short-Term Gain,Moderate
35,1370459,Low,Low,Short-Term Gain,Moderate
25,1332433,Medium,High,Retirement,Moderate
67,864891,High,High,Short-Term Gain,Moderate
79,1040953,Medium,High,Retirement,Moderate
31,384391,High,Medium,Short-Term Gain,Moderate
49,1098943,Low,Low,Wealth Growth,Moderate
35,867297,Medium,High,Retirement,Moderate
41,1446622,Low,Low,Short-Term Gain,Moderate
71,866911,High,Medium,Short-Term Gain,Moderate
45,1285165,Medium,Medium,Wealth Growth,Moderate
28,549751,High,Low,Short-Term Gain,Moderate
48,1417115,Low,Low,Short-Term Gain,Moderate
28,511871,Medium,High,Short-Term Gain,Moderate
80,641005,High,Low,Retirement,Moderate
79,1077097,Medium,Low,Short-Term Gain,Moderate
75,771181,Low,Medium,Wealth Growth,Moderate
63,490736,High,High,Wealth Growth,Aggressive
76,1037458,Low,Low,Retirement,Conservative
23,345994,Low,Low,Retirement,Conservative
58,547200,Low,Medium,Retirement,Moderate
62,1134833,Medium,High,Wealth Growth,Moderate
33,988792,Low,Medium,Retirement,Moderate
80,1172836,High,Low,Retirement,Moderate
77,483563,High,High,Short-Term Gain,Moderate
53,711342,High,High,Retirement,Moderate
66,663890,Medium,Medium,Wealth Growth,Moderate
39,560962,High,High,Wealth Growth,Aggressive
23,1444262,High,Low,Retirement,Moderate
53,1047100,Low,Low,Wealth Growth,Moderate
63,1347138,Medium,Low,Short-Term Gain,Moderate
44,971049,Low,Low,Short-Term Gain,Moderate
79,763851,Medium,Medium,Short-Term Gain,Moderate
48,1067652,Low,High,Short-Term Gain,Moderate
27,682176,Low,High,Wealth Growth,Moderate
53,566801,Low,High,Short-Term Gain,Moderate
53,1090896,Medium,High,Retirement,Moderate
32,692186,Low,Medium,Short-Term Gain,Moderate
68,708314,Medium,Low,Wealth Growth,Moderate
40,411702,Low,High,Short-Term Gain,Moderate
51,1066764,Medium,High,Retirement,Moderate
65,600023,Low,Medium,Wealth Growth,Moderate
23,561362,Low,High,Wealth Growth,Moderate
75,308438,Low,High,Short-Term Gain,Moderate
56,1208704,Medium,High,Short-Term Gain,Moderate
70,356357,Low,Low,Wealth Growth,Moderate
31,751769,Low,Low,Retirement,Conservative
34,596637,Medium,High,Retirement,Moderate
40,671541,Low,Medium,Wealth Growth,Moderate
78,647824,Low,Medium,Wealth Growth,Moderate
22,959293,Medium,High,Wealth Growth,Moderate
62,842675,Medium,High,Wealth Growth,Moderate
77,1049488,Medium,Low,Short-Term Gain,Moderate
80,1167183,High,Medium,Wealth Growth,Aggressive
64,619514,Low,High,Retirement,Moderate
42,1213141,Medium,Medium,Short-Term Gain,Moderate
40,700899,High,Low,Wealth Growth,Moderate
74,423141,High,High,Retirement,Moderate
41,476332,Low,Medium,Short-Term Gain,Moderate
61,1035220,Medium,High,Wealth Growth,Moderate
55,512243,High,Low,Retirement,Moderate
46,697826,Low,Low,Retirement,Conservative
27,694030,Low,Medium,Short-Term Gain,Moderate
34,1425848,Low,Medium,Retirement,Moderate
35,650279,High,Medium,Retirement,Moderate
38,699693,Medium,High,Retirement,Moderate
59,1262292,Medium,High,Short-Term Gain,Moderate
71,1032533,Medium,Low,Wealth Growth,Moderate
62,758809,Medium,Medium,Retirement,Moderate
79,479561,Low,High,Retirement,Moderate
41,394551,High,Low,Retirement,Moderate
45,1452550,High,High,Retirement,Moderate
47,379733,Low,Medium,Short-Term Gain,Moderate
25,705760,Low,High,Wealth Growth,Moderate
36,699452,Low,Medium,Wealth Growth,Moderate
48,746287,Medium,Low,Wealth Growth,Moderate
63,821147,Medium,High,Short-Term Gain,Moderate
40,839603,Low,High,Wealth Growth,Moderate
74,899886,Medium,Medium,Short-Term Gain,Moderate
69,829776,Medium,High,Short-Term Gain,Moderate
37,1213352,Low,High,Short-Term Gain,Moderate
77,697321,High,Medium,Wealth Growth,Aggressive
34,1052000,Medium,High,Wealth Growth,Moderate
20,959778,Low,Low,Short-Term Gain,Moderate
63,756404,Low,Low,Wealth Growth,Moderate
38,376852,Low,High,Wealth Growth,Moderate
33,515449,Medium,High,Retirement,Moderate
36,1274497,High,Low,Short-Term Gain,Moderate
51,1072172,High,Low,Short-Term Gain,Moderate
53,498893,Medium,Low,Wealth Growth,Moderate
38,436107,Low,High,Wealth Growth,Moderate
76,986583,Medium,High,Short-Term Gain,Moderate
49,746985,Low,Low,Wealth Growth,Moderate
42,1185137,Low,Low,Short-Term Gain,Moderate
50,606370,Medium,High,Short-Term Gain,Moderate
53,324091,High,Medium,Retirement,Moderate
25,861958,High,Medium,Wealth Growth,Aggressive
57,1430657,Low,Medium,Short-Term Gain,Moderate
58,1492240,Medium,Medium,Short-Term Gain,Moderate
62,1057354,High,Medium,Wealth Growth,Aggressive
38,358525,High,Low,Retirement,Moderate
38,608060,Medium,Medium,Retirement,Moderate
51,1154088,Low,Low,Retirement,Conservative
52,1095639,High,High,Wealth Growth,Aggressive
49,797067,High,High,Short-Term Gain,Moderate
40,511388,Low,Medium,Retirement,Moderate
49,531046,Medium,High,Wealth Growth,Moderate
58,431607,Low,Low,Wealth Growth,Moderate
71,680655,High,Medium,Wealth Growth,Aggressive
53,753898,High,High,Retirement,Moderate
44,998410,Low,Low,Short-Term Gain,Moderate
77,1197280,Low,Low,Retirement,Conservative
24,1424984,Medium,Low,Wealth Growth,Moderate
41,513117,High,Low,Retirement,Moderate
60,715936,High,Medium,Retirement,Moderate
80,721156,High,High,Short-Term Gain,Moderate
47,717796,Low,Low,Short-Term Gain,Moderate
40,351372,Medium,Low,Retirement,Moderate
24,676788,Medium,High,Wealth Growth,Moderate
22,594490,Medium,High,Wealth Growth,Moderate
66,1142060,High,Medium,Short-Term Gain,Moderate
63,302346,Low,High,Wealth Growth,Moderate
27,716517,Low,Low,Wealth Growth,Moderate
26,1139384,High,Low,Short-Term Gain,Moderate
26,1018749,Medium,Low,Short-Term Gain,Moderate
35,386887,High,Low,Short-Term Gain,Moderate
57,842635,Low,Medium,Retirement,Moderate
59,1432659,Low,Low,Short-Term Gain,Moderate
23,473995,Low,High,Short-Term Gain,Moderate
79,1498931,Medium,Low,Retirement,Moderate
39,487210,High,High,Retirement,Moderate
24,1367246,High,High,Retirement,Moderate
35,765845,Low,Medium,Wealth Growth,Moderate
51,1074185,High,Low,Wealth Growth,Moderate
48,1052840,Medium,Medium,Retirement,Moderate
47,813565,Medium,High,Wealth Growth,Moderate
69,934865,Medium,Medium,Short-Term Gain,Moderate
68,607719,High,Low,Short-Term Gain,Moderate
23,536015,Low,Medium,Retirement,Moderate
29,795129,Medium,Medium,Short-Term Gain,Moderate
25,1195055,Medium,High,Retirement,Moderate
59,724234,High,Medium,Retirement,Moderate
25,1460448,Low,Low,Short-Term Gain,Moderate
44,1415860,Medium,Low,Retirement,Moderate
38,1070000,Medium,Low,Wealth Growth,Moderate
29,1137099,High,High,Retirement,Moderate
69,450105,High,Medium,Wealth Growth,Aggressive
34,348635,Medium,High,Retirement,Moderate
40,647593,Low,Medium,Retirement,Moderate
26,1118100,Medium,High,Short-Term Gain,Moderate
35,1220399,Medium,Low,Retirement,Moderate
73,397069,Low,High,Wealth Growth,Moderate
29,315887,Low,High,Retirement,Moderate
67,429138,Medium,Low,Short-Term Gain,Moderate
74,1352467,Medium,Medium,Wealth Growth,Moderate
29,511668,Low,Medium,Retirement,Moderate
24,475612,High,Low,Short-Term Gain,Moderate
39,767074,Low,High,Short-Term Gain,Moderate
32,323153,Low,Low,Wealth Growth,Moderate
63,1222993,Medium,High,Short-Term Gain,Moderate
71,623423,High,Low,Short-Term Gain,Moderate
37,1179568,High,High,Retirement,Moderate
67,1269830,Low,High,Retirement,Moderate
37,843576,Low,Low,Short-Term Gain,Moderate
43,1292191,Medium,High,Retirement,Moderate
68,784879,Medium,Low,Short-Term Gain,Moderate
58,1355411,Medium,High,Retirement,Moderate
45,1128119,Low,Low,Retirement,Conservative
41,501950,High,High,Wealth Growth,Aggressive
69,1344379,Low,Low,Wealth Growth,Moderate
64,945797,Medium,Medium,Wealth Growth,Moderate
26,668719,Medium,Low,Retirement,Moderate
60,746167,Medium,Low,Wealth Growth,Moderate
42,1382950,Low,Medium,Retirement,Moderate
23,1484686,High,Medium,Retirement,Moderate
36,950537,Medium,High,Retirement,Moderate
33,473496,Medium,High,Wealth Growth,Moderate
21,1278746,High,Medium,Wealth Growth,Aggressive
46,589276,Low,Medium,Retirement,Moderate
79,1020380,Low,Low,Retirement,Conservative
23,1083953,High,Low,Retirement,Moderate
22,697417,Low,Low,Short-Term Gain,Moderate
76,577459,Medium,High,Retirement,Moderate
32,1070714,Medium,Low,Wealth Growth,Moderate
23,635696,High,Medium,Retirement,Moderate
42,816792,Low,Low,Wealth Growth,Moderate
26,1051750,High,High,Retirement,Moderate
63,459399,High,Medium,Short-Term Gain,Moderate
36,1252203,Medium,Low,Short-Term Gain,Moderate
45,714318,Medium,High,Wealth Growth,Moderate
47,576045,High,Low,Retirement,Moderate
49,1352741,High,Medium,Short-Term Gain,Moderate
79,1300278,Low,Medium,Short-Term Gain,Moderate
73,609294,Medium,Medium,Short-Term Gain,Moderate
53,1491904,Low,High,Short-Term Gain,Moderate
71,744273,Medium,High,Retirement,Moderate
48,359795,High,High,Short-Term Gain,Moderate
47,476608,Medium,High,Wealth Growth,Moderate
30,1195434,Medium,Medium,Wealth Growth,Moderate
65,808631,High,Low,Retirement,Moderate
48,1052797,Medium,Low,Short-Term Gain,Moderate
80,1412363,High,Low,Wealth Growth,Moderate
37,777925,High,Medium,Short-Term Gain,Moderate
69,570144,High,Low,Short-Term Gain,Moderate
55,1063329,Low,High,Short-Term Gain,Moderate
66,1146021,High,Medium,Retirement,Moderate
56,719547,Medium,Low,Wealth Growth,Moderate
26,1061776,Low,High,Short-Term Gain,Moderate
39,429997,Low,High,Short-Term Gain,Moderate
56,1117880,High,High,Retirement,Moderate
47,502596,Medium,Low,Retirement,Moderate
22,733098,Low,Low,Short-Term Gain,Moderate
54,955635,Medium,High,Wealth Growth,Moderate
69,1412530,Medium,Medium,Short-Term Gain,Moderate
63,1225660,High,Low,Retirement,Moderate
57,875457,Medium,High,Retirement,Moderate
63,528440,High,Low,Short-Term Gain,Moderate
73,350819,High,Medium,Short-Term Gain,Moderate
42,1361963,High,Low,Short-Term Gain,Moderate
31,1418699,Medium,Medium,Wealth Growth,Moderate
25,322794,High,Medium,Wealth Growth,Aggressive
46,1056373,Low,High,Short-Term Gain,Moderate
44,1284578,Medium,Low,Wealth Growth,Moderate
56,375973,Medium,High,Wealth Growth,Moderate
27,1212013,Low,Low,Wealth Growth,Moderate
57,1483297,Medium,Low,Wealth Growth,Moderate
30,511429,High,Low,Wealth Growth,Moderate
44,675994,Low,High,Short-Term Gain,Moderate
61,520825,High,High,Short-Term Gain,Moderate
50,1265317,Medium,Medium,Wealth Growth,Moderate
42,460073,Medium,Medium,Short-Term Gain,Moderate
27,918165,High,Low,Short-Term Gain,Moderate
46,1243150,Medium,High,Retirement,Moderate
60,562701,Low,High,Short-Term Gain,Moderate
62,317639,Low,High,Wealth Growth,Moderate
60,1046653,High,Low,Wealth Growth,Moderate
73,378733,Medium,High,Short-Term Gain,Moderate
41,1036728,Medium,High,Wealth Growth,Moderate
58,708427,Low,High,Wealth Growth,Moderate
59,1264043,High,High,Short-Term Gain,Moderate
58,1326816,High,Low,Retirement,Moderate
46,1322161,Medium,Low,Retirement,Moderate
50,1384892,Low,High,Wealth Growth,Moderate
80,1383359,Low,Low,Retirement,Conservative
69,892057,Medium,Low,Retirement,Moderate
28,369846,High,Medium,Short-Term Gain,Moderate
78,338887,Low,Low,Retirement,Conservative
53,964331,Low,Medium,Wealth Growth,Moderate
49,614106,Low,High,Wealth Growth,Moderate
58,353887,Low,Low,Retirement,Conservative
26,1324101,Low,Low,Wealth Growth,Moderate
69,363776,Medium,High,Short-Term Gain,Moderate
70,715833,High,Low,Wealth Growth,Moderate
67,1020896,Medium,Low,Short-Term Gain,Moderate
46,1326169,High,High,Retirement,Moderate
27,732274,Low,Medium,Retirement,Moderate
74,481728,Low,High,Wealth Growth,Moderate
75,1217254,Low,Low,Short-Term Gain,Moderate
58,808976,High,Medium,Short-Term Gain,Moderate
55,1316959,High,Medium,Retirement,Moderate
24,690142,Low,High,Short-Term Gain,Moderate
29,1453551,High,Medium,Retirement,Moderate
69,1107808,Low,High,Retirement,Moderate
41,553788,High,Medium,Short-Term Gain,Moderate
70,381732,Medium,Low,Retirement,Moderate
77,1102980,Low,Low,Short-Term Gain,Moderate
51,799218,High,High,Wealth Growth,Aggressive
46,801569,High,High,Wealth Growth,Aggressive
34,1060429,Low,Medium,Wealth Growth,Moderate
41,796775,Medium,High,Wealth Growth,Moderate
48,802643,Low,High,Short-Term Gain,Moderate
66,1383067,High,High,Short-Term Gain,Moderate
30,1217398,Medium,High,Short-Term Gain,Moderate
49,1304744,Low,Medium,Retirement,Moderate
43,1212259,Low,Medium,Retirement,Moderate
23,783245,Low,High,Retirement,Moderate
30,331385,Low,High,Retirement,Moderate
78,313818,Medium,Low,Retirement,Moderate
65,964040,Medium,Medium,Short-Term Gain,Moderate
49,428902,High,Low,Short-Term Gain,Moderate
74,1490528,Low,Low,Retirement,Conservative
53,960442,High,Low,Retirement,Moderate
33,534161,Medium,High,Short-Term Gain,Moderate
37,846554,High,Medium,Wealth Growth,Aggressive
63,732559,Low,High,Wealth Growth,Moderate
75,378346,High,Low,Short-Term Gain,Moderate
62,858351,Low,High,Short-Term Gain,Moderate
45,326444,Medium,Medium,Short-Term Gain,Moderate
55,1106704,High,High,Wealth Growth,Aggressive
59,1384058,High,Medium,Retirement,Moderate
39,1484391,Low,Low,Short-Term Gain,Moderate
32,1064290,High,Low,Wealth Growth,Moderate
72,1029221,Medium,High,Short-Term Gain,Moderate
74,1034422,Medium,High,Wealth Growth,Moderate
50,412677,High,Low,Short-Term Gain,Moderate
64,786396,Medium,High,Retirement,Moderate
50,1178729,Low,Medium,Retirement,Moderate
76,1298418,Low,Low,Retirement,Conservative
49,661052,High,Medium,Wealth Growth,Aggressive
30,1017556,Medium,Medium,Wealth Growth,Moderate
30,738137,Low,High,Wealth Growth,Moderate
75,493746,High,High,Wealth Growth,Aggressive
43,658730,Low,Low,Short-Term Gain,Moderate
24,895734,Low,High,Retirement,Moderate
56,1182687,High,High,Short-Term Gain,Moderate
35,1395493,High,Medium,Short-Term Gain,Moderate
43,934854,Medium,High,Wealth Growth,Moderate
73,1434817,High,Medium,Wealth Growth,Aggressive
21,713163,Medium,High,Short-Term Gain,Moderate
71,548933,High,Low,Retirement,Moderate
45,555157,Medium,High,Wealth Growth,Moderate
22,521569,Low,Low,Short-Term Gain,Moderate
34,1113221,Medium,Low,Short-Term Gain,Moderate
21,1484984,High,Medium,Retirement,Moderate
43,389762,High,High,Short-Term Gain,Moderate
56,573330,High,Medium,Short-Term Gain,Moderate
62,723157,Low,High,Short-Term Gain,Moderate
72,313236,Medium,Medium,Short-Term Gain,Moderate
45,952477,Medium,High,Retirement,Moderate
49,1280654,Medium,Low,Retirement,Moderate
34,493015,High,Low,Short-Term Gain,Moderate
20,497570,Medium,High,Short-Term Gain,Moderate
62,400716,Low,Medium,Short-Term Gain,Moderate
55,1305227,Medium,Medium,Wealth Growth,Moderate
48,1453568,Medium,Medium,Wealth Growth,Moderate
20,798660,Low,High,Retirement,Moderate
68,722322,Low,Low,Retirement,Conservative
49,1221349,Low,Medium,Wealth Growth,Moderate
50,699217,Medium,High,Short-Term Gain,Moderate
69,766121,Medium,Low,Short-Term Gain,Moderate
40,1483120,High,Low,Retirement,Moderate
51,1049107,High,High,Wealth Growth,Aggressive
76,775130,Medium,High,Retirement,Moderate
51,605907,High,High,Wealth Growth,Aggressive
70,718173,Medium,High,Short-Term Gain,Moderate
61,778477,High,Medium,Wealth Growth,Aggressive
38,1435074,Medium,High,Short-Term Gain,Moderate
72,843371,Medium,Medium,Retirement,Moderate
31,1075000,Medium,Low,Retirement,Moderate
25,1088264,Medium,Medium,Short-Term Gain,Moderate
50,1294551,High,High,Retirement,Moderate
42,927825,Low,Low,Retirement,Conservative
22,375663,Low,Low,Wealth Growth,Moderate
55,437821,Medium,High,Retirement,Moderate
54,631822,Low,Medium,Retirement,Moderate
55,1006281,Medium,High,Short-Term Gain,Moderate
75,743960,High,Medium,Retirement,Moderate
77,707047,Low,Medium,Wealth Growth,Moderate
27,1165163,Low,Medium,Wealth Growth,Moderate
41,446688,Low,Medium,Wealth Growth,Moderate
24,1294330,Medium,Low,Wealth Growth,Moderate
23,797559,Low,Low,Short-Term Gain,Moderate
55,335232,High,Low,Retirement,Moderate
75,1177106,High,High,Short-Term Gain,Moderate
41,519090,High,High,Retirement,Moderate
21,543256,Low,High,Short-Term Gain,Moderate
20,583627,Medium,Low,Retirement,Moderate
59,1439899,Low,High,Retirement,Moderate
38,876617,Low,Medium,Wealth Growth,Moderate
21,426172,High,High,Retirement,Moderate
66,1457316,Medium,Medium,Retirement,Moderate
75,1370804,Low,Low,Retirement,Conservative
61,1354624,Low,Low,Wealth Growth,Moderate
24,1192465,High,Low,Short-Term Gain,Moderate
51,1137449,High,High,Wealth Growth,Aggressive
23,1370099,Low,Low,Short-Term Gain,Moderate
29,1375376,Medium,Medium,Retirement,Moderate
51,643408,Low,High,Short-Term Gain,Moderate
73,1184050,Low,Medium,Retirement,Moderate
48,726134,High,Low,Wealth Growth,Moderate
50,818447,Low,Low,Short-Term Gain,Moderate
22,1057560,Medium,Medium,Wealth Growth,Moderate
71,1341447,Medium,Low,Wealth Growth,Moderate
64,929293,Low,Low,Short-Term Gain,Moderate
62,645110,High,High,Wealth Growth,Aggressive
73,1064929,Low,High,Wealth Growth,Moderate
61,876833,Low,Medium,Wealth Growth,Moderate
24,380242,Medium,High,Wealth Growth,Moderate
34,1027498,Medium,Low,Retirement,Moderate
29,393354,High,Medium,Wealth Growth,Aggressive
68,823527,Low,High,Wealth Growth,Moderate
35,713011,Medium,High,Retirement,Moderate
20,1361714,Low,Medium,Retirement,Moderate
63,761414,High,Low,Retirement,Moderate
78,1010542,High,High,Retirement,Moderate
43,1264785,Low,High,Wealth Growth,Moderate
61,768901,Medium,Medium,Wealth Growth,Moderate
28,1499310,Low,Low,Wealth Growth,Moderate
35,1054579,High,Low,Wealth Growth,Moderate
79,395953,Medium,Low,Short-Term Gain,Moderate
31,1103895,High,High,Wealth Growth,Aggressive
31,922034,High,Low,Wealth Growth,Moderate
58,1012498,High,Low,Retirement,Moderate
26,334080,Medium,Medium,Wealth Growth,Moderate
39,309464,Medium,Medium,Retirement,Moderate
69,769189,High,Low,Retirement,Moderate
35,413836,High,Low,Retirement,Moderate
59,958926,Low,High,Retirement,Moderate
64,799104,Medium,Low,Wealth Growth,Moderate
37,727566,Medium,Medium,Wealth Growth,Moderate
51,1411706,Medium,Medium,Retirement,Moderate
75,387720,Low,Low,Short-Term Gain,Moderate
22,907991,High,High,Short-Term Gain,Moderate
80,492582,Low,Low,Retirement,Conservative
62,1070079,Medium,Low,Short-Term Gain,Moderate
27,1126004,High,Medium,Short-Term Gain,Moderate
37,824809,Low,High,Retirement,Moderate
23,1473113,Low,Medium,Retirement,Moderate
42,703297,High,Medium,Short-Term Gain,Moderate
70,1236906,High,Medium,Short-Term Gain,Moderate
72,1389568,Medium,High,Retirement,Moderate
38,798047,Medium,Medium,Wealth Growth,Moderate
57,679915,Medium,Low,Wealth Growth,Moderate
36,1178892,Low,High,Short-Term Gain,Moderate
20,690126,Low,Low,Wealth Growth,Moderate
60,1255139,Low,High,Short-Term Gain,Moderate
57,1249879,Medium,Low,Short-Term Gain,Moderate
53,648105,Medium,High,Wealth Growth,Moderate
30,862609,Medium,High,Wealth Growth,Moderate
78,1114502,High,Low,Retirement,Moderate
49,573232,High,Low,Retirement,Moderate
48,944526,Medium,High,Wealth Growth,Moderate
20,1302153,Medium,Medium,Wealth Growth,Moderate
75,1090476,Medium,Medium,Retirement,Moderate
30,1370174,Low,Low,Wealth Growth,Moderate
68,862985,Medium,High,Short-Term Gain,Moderate
40,1402439,Low,Medium,Short-Term Gain,Moderate
68,317804,Low,Medium,Short-Term Gain,Moderate
29,1080721,Medium,Medium,Retirement,Moderate
62,1021910,High,High,Retirement,Moderate
57,1098411,High,Low,Retirement,Moderate
23,541232,Low,High,Short-Term Gain,Moderate
23,872148,Medium,Low,Retirement,Moderate
31,425975,Medium,High,Wealth Growth,Moderate
62,892702,High,Low,Short-Term Gain,Moderate
28,803757,High,Medium,Short-Term Gain,Moderate
37,658169,High,High,Short-Term Gain,Moderate
36,1314593,High,High,Wealth Growth,Aggressive
75,507441,Low,High,Wealth Growth,Moderate
21,1151922,High,Medium,Wealth Growth,Aggressive
48,1374479,Low,High,Short-Term Gain,Moderate
69,966659,High,Low,Wealth Growth,Moderate
44,1109711,High,High,Wealth Growth,Aggressive
28,610473,High,Low,Wealth Growth,Moderate
42,843238,Medium,High,Retirement,Moderate
40,878420,Medium,Medium,Short-Term Gain,Moderate
68,404512,High,Low,Wealth Growth,Moderate
25,1296440,Medium,High,Short-Term Gain,Moderate
23,575693,Low,Low,Short-Term Gain,Moderate
77,331440,Medium,High,Wealth Growth,Moderate
46,1407590,High,Low,Short-Term Gain,Moderate
23,965893,High,High,Short-Term Gain,Moderate
27,1373194,Low,Medium,Wealth Growth,Moderate
38,1266984,High,Medium,Short-Term Gain,Moderate
47,1493951,Medium,Low,Short-Term Gain,Moderate
58,888141,High,High,Short-Term Gain,Moderate
40,1310368,Low,Low,Short-Term Gain,Moderate
72,382856,High,High,Retirement,Moderate
49,1138587,Medium,Medium,Wealth Growth,Moderate
75,545553,Medium,Low,Wealth Growth,Moderate
45,768399,High,Medium,Wealth Growth,Aggressive
53,766862,Medium,High,Short-Term Gain,Moderate
24,757991,Low,Low,Wealth Growth,Moderate
24,981081,High,Medium,Retirement,Moderate
58,310103,Medium,Low,Short-Term Gain,Moderate
57,1093569,High,Low,Short-Term Gain,Moderate
67,1473687,Medium,Low,Short-Term Gain,Moderate
49,588416,High,Low,Wealth Growth,Moderate
33,1151239,Low,Low,Retirement,Conservative
31,375216,High,Low,Short-Term Gain,Moderate
72,353280,Medium,Low,Wealth Growth,Moderate
41,545016,High,Low,Retirement,Moderate
21,1164875,High,Low,Wealth Growth,Moderate
24,630757,Medium,Low,Retirement,Moderate
35,1098404,High,Low,Wealth Growth,Moderate
39,802701,High,Low,Short-Term Gain,Moderate
22,318079,Medium,High,Short-Term Gain,Moderate
60,718565,High,Low,Retirement,Moderate
28,1053369,Low,Medium,Retirement,Moderate
49,1240571,Medium,Low,Retirement,Moderate
72,834230,High,High,Retirement,Moderate
43,909765,High,Medium,Retirement,Moderate
45,466291,High,Medium,Short-Term Gain,Moderate
52,983362,Low,Low,Retirement,Conservative
42,1404113,Low,Medium,Short-Term Gain,Moderate
77,1214423,Medium,High,Wealth Growth,Moderate
75,1160087,High,Low,Retirement,Moderate
75,1158247,Medium,Medium,Short-Term Gain,Moderate
77,903171,High,Low,Retirement,Moderate
29,1485319,Medium,Low,Short-Term Gain,Moderate
70,1425252,Medium,High,Short-Term Gain,Moderate
23,1487163,Medium,High,Wealth Growth,Moderate
78,1398219,High,Low,Retirement,Moderate
73,1397561,High,Low,Wealth Growth,Moderate
42,957198,High,High,Retirement,Moderate
61,1487251,High,Medium,Wealth Growth,Aggressive
67,564294,High,High,Wealth Growth,Aggressive
71,848882,Low,High,Wealth Growth,Moderate
31,1491086,Low,Low,Short-Term Gain,Moderate
29,1382855,High,Medium,Short-Term Gain,Moderate
25,804634,Low,Medium,Short-Term Gain,Moderate
66,716318,Medium,Medium,Wealth Growth,Moderate
54,706969,Low,Low,Retirement,Conservative
24,1225175,Low,High,Wealth Growth,Moderate
49,345911,Low,High,Retirement,Moderate
39,563580,Medium,Medium,Wealth Growth,Moderate
38,1385582,Low,Medium,Wealth Growth,Moderate
48,830155,High,Low,Wealth Growth,Moderate
35,445798,Low,High,Wealth Growth,Moderate
24,1432269,High,Low,Short-Term Gain,Moderate
58,967280,Medium,Low,Short-Term Gain,Moderate
30,545346,Low,High,Short-Term Gain,Moderate
46,596713,High,Medium,Wealth Growth,Aggressive
58,1135517,Low,High,Wealth Growth,Moderate
63,677338,Medium,Medium,Short-Term Gain,Moderate
32,524518,Low,High,Wealth Growth,Moderate
48,834194,Low,Low,Wealth Growth,Moderate
56,909813,Low,Medium,Short-Term Gain,Moderate
29,1484280,Medium,High,Retirement,Moderate
22,1354768,Medium,High,Retirement,Moderate
48,1128963,Low,Low,Short-Term Gain,Moderate
42,1170680,Low,Low,Short-Term Gain,Moderate
33,665010,Low,Low,Short-Term Gain,Moderate
59,401296,Low,High,Wealth Growth,Moderate
50,1147920,High,Low,Wealth Growth,Moderate
67,427279,Low,Low,Wealth Growth,Moderate
41,685129,Medium,Low,Retirement,Moderate
73,1043586,Low,Medium,Short-Term Gain,Moderate
63,615368,High,Low,Short-Term Gain,Moderate
20,1010182,Low,High,Retirement,Moderate
27,1439438,Medium,Low,Short-Term Gain,Moderate
55,777109,Low,Low,Short-Term Gain,Moderate
66,956410,Medium,High,Short-Term Gain,Moderate
53,1045438,High,Medium,Wealth Growth,Aggressive
43,718945,Low,Low,Wealth Growth,Moderate
31,414063,Medium,High,Retirement,Moderate
41,1396707,High,High,Short-Term Gain,Moderate
46,442581,Low,High,Wealth Growth,Moderate
34,1116305,High,Medium,Short-Term Gain,Moderate
26,526265,Medium,Medium,Wealth Growth,Moderate
62,1358813,High,Medium,Wealth Growth,Aggressive
67,1326737,Low,Low,Retirement,Conservative
62,1250216,Low,Low,Retirement,Conservative
28,651028,Medium,Low,Retirement,Moderate
48,463114,High,Medium,Wealth Growth,Aggressive
24,1453590,Medium,Medium,Retirement,Moderate
54,1365575,Low,Medium,Wealth Growth,Moderate
42,356927,Medium,Medium,Retirement,Moderate
67,949857,Low,Low,Short-Term Gain,Moderate
62,708447,Low,Medium,Wealth Growth,Moderate
62,877591,Medium,Medium,Short-Term Gain,Moderate
33,1104401,High,Medium,Retirement,Moderate
42,613734,High,Medium,Retirement,Moderate
44,551128,Low,High,Retirement,Moderate
54,1192234,Low,Low,Retirement,Conservative
37,1419189,High,Medium,Wealth Growth,Aggressive
70,1003119,Low,Low,Wealth Growth,Moderate
25,388763,High,High,Short-Term Gain,Moderate
68,391096,High,High,Wealth Growth,Aggressive
47,1343774,Low,High,Wealth Growth,Moderate
36,1108043,High,High,Short-Term Gain,Moderate
28,549508,High,High,Retirement,Moderate
55,1153772,Medium,Low,Retirement,Moderate
24,1179313,Medium,Medium,Wealth Growth,Moderate
70,736844,High,Medium,Short-Term Gain,Moderate
52,513047,Medium,Medium,Retirement,Moderate
21,796643,High,Low,Short-Term Gain,Moderate
21,942286,High,Medium,Wealth Growth,Aggressive
53,1426891,Low,High,Short-Term Gain,Moderate
21,540720,Low,Medium,Retirement,Moderate
64,1189456,High,High,Wealth Growth,Aggressive
69,687765,Medium,Medium,Short-Term Gain,Moderate
56,1196816,High,High,Wealth Growth,Aggressive
